id,tenantId,orderId,skuId,quantity,unitPrice,appliedPricingRules,isSample,createdAt,updatedAt
c5b017dd-e2c2-49fb-83f4-afca7f290004,58b8126a-2d2f-4f55-bc98-5b6784800bed,8dcf5c10-31ab-4664-89a3-e26877fe4b23,5d0fdd08-04f3-4c39-b811-aa37c199432f,3,35.99,null,f,2025-10-18 14:18:09.9,2025-10-18 14:18:09.9
eee2e984-65a6-4856-ab14-e6f39f126ef7,58b8126a-2d2f-4f55-bc98-5b6784800bed,8dcf5c10-31ab-4664-89a3-e26877fe4b23,9fe64f0e-4cab-4a3a-b9fe-62428a1299d8,4,34.99,null,f,2025-10-18 14:18:09.9,2025-10-18 14:18:09.9
e26e7738-c366-47b5-a1c0-329c78e6fbf0,58b8126a-2d2f-4f55-bc98-5b6784800bed,8dcf5c10-31ab-4664-89a3-e26877fe4b23,9e14d641-acd2-49d6-93b5-5bb60afbc4a1,5,33.33,null,f,2025-10-18 14:18:09.9,2025-10-18 14:18:09.9
9eeccd61-ba8c-4c46-b1e1-b87c18a7bf82,58b8126a-2d2f-4f55-bc98-5b6784800bed,4a9d9857-8c03-42c0-a3a3-e9e33a9213ce,aeeec774-ace5-4054-8609-ccc253cfbe41,4,9.99,null,f,2025-10-18 14:18:10.121,2025-10-18 14:18:10.121
7267c030-b77b-4ce3-92e0-3923b5feff2a,58b8126a-2d2f-4f55-bc98-5b6784800bed,4a9d9857-8c03-42c0-a3a3-e9e33a9213ce,cca2c055-75f0-4182-bc8c-d9a8861e8c62,5,9.66,null,f,2025-10-18 14:18:10.121,2025-10-18 14:18:10.121
4468ec53-a6ac-4019-8727-5316e413186e,58b8126a-2d2f-4f55-bc98-5b6784800bed,4a9d9857-8c03-42c0-a3a3-e9e33a9213ce,d6769fba-c368-4215-80fc-072eff176f8b,6,26.67,null,f,2025-10-18 14:18:10.121,2025-10-18 14:18:10.121
c6c59636-da0b-441e-80ff-03aebb5ef7e6,58b8126a-2d2f-4f55-bc98-5b6784800bed,4a9d9857-8c03-42c0-a3a3-e9e33a9213ce,25a7a765-9b6a-45f1-9ffe-8085e3c652d1,3,12.00,null,f,2025-10-18 14:18:10.121,2025-10-18 14:18:10.121
aa46b5f3-0312-471d-9851-e4864abcc184,58b8126a-2d2f-4f55-bc98-5b6784800bed,95f29483-8280-43c3-a3ea-8e453afbd21c,453535e4-6987-4233-a71a-9fde7321c010,5,13.66,null,f,2025-10-18 14:18:10.356,2025-10-18 14:18:10.356
22205954-02a3-4a23-ac41-9a009e488d5e,58b8126a-2d2f-4f55-bc98-5b6784800bed,95f29483-8280-43c3-a3ea-8e453afbd21c,437fe033-8c3a-4794-89ed-ee2b1ed950dc,6,15.99,null,f,2025-10-18 14:18:10.356,2025-10-18 14:18:10.356
63f2fedd-afc4-4e7e-bb17-a295449c84ae,58b8126a-2d2f-4f55-bc98-5b6784800bed,95f29483-8280-43c3-a3ea-8e453afbd21c,d6769fba-c368-4215-80fc-072eff176f8b,3,26.67,null,f,2025-10-18 14:18:10.356,2025-10-18 14:18:10.356
66d7ade8-a0ee-4144-a896-062c1d5b034a,58b8126a-2d2f-4f55-bc98-5b6784800bed,95f29483-8280-43c3-a3ea-8e453afbd21c,f48713da-3e7d-4904-812f-f58c707e94f3,4,13.99,null,f,2025-10-18 14:18:10.356,2025-10-18 14:18:10.356
f47caf70-f017-4499-85a0-4ca02997d030,58b8126a-2d2f-4f55-bc98-5b6784800bed,95f29483-8280-43c3-a3ea-8e453afbd21c,25a7a765-9b6a-45f1-9ffe-8085e3c652d1,5,12.00,null,f,2025-10-18 14:18:10.356,2025-10-18 14:18:10.356
bf86d880-2d23-48c3-9f43-eaf02a118951,58b8126a-2d2f-4f55-bc98-5b6784800bed,78170444-401c-4d4b-884c-0a431585a50c,fc866804-1aa2-4295-997e-5bc87616c3ce,6,79.99,null,f,2025-10-18 14:18:10.576,2025-10-18 14:18:10.576
3aa9e755-ced4-4e4d-ad6f-f139dcc32fc5,58b8126a-2d2f-4f55-bc98-5b6784800bed,78170444-401c-4d4b-884c-0a431585a50c,8b1cc800-3aff-43bd-9156-f2cad9a03596,3,225.00,null,f,2025-10-18 14:18:10.576,2025-10-18 14:18:10.576
413a2dda-bc33-47ba-8642-23be09034a19,58b8126a-2d2f-4f55-bc98-5b6784800bed,78170444-401c-4d4b-884c-0a431585a50c,ace7bf5d-a22a-4358-b4a0-846ecf197ddb,4,110.00,null,f,2025-10-18 14:18:10.576,2025-10-18 14:18:10.576
ef70fbfb-0aa1-4c8a-8f05-4fa7a11bf413,58b8126a-2d2f-4f55-bc98-5b6784800bed,6f8a7674-7184-4c88-8f79-0e668ed9f7d0,7cd4cbaf-8b81-4713-8162-1b02e6f0f0a0,3,45.00,null,f,2025-10-18 14:18:10.791,2025-10-18 14:18:10.791
8075fa91-11c5-402a-8842-da76e1302251,58b8126a-2d2f-4f55-bc98-5b6784800bed,6f8a7674-7184-4c88-8f79-0e668ed9f7d0,0747ce35-d196-4e9b-9497-9ed3300e196c,4,8.49,null,f,2025-10-18 14:18:10.791,2025-10-18 14:18:10.791
770f8171-b72f-45d0-84ac-35ebeb6a8948,58b8126a-2d2f-4f55-bc98-5b6784800bed,6f8a7674-7184-4c88-8f79-0e668ed9f7d0,dab91dfd-776b-4c89-8052-764114fe3a38,5,21.33,null,f,2025-10-18 14:18:10.791,2025-10-18 14:18:10.791
861be03d-1a79-4295-88a4-a1ac022f7f05,58b8126a-2d2f-4f55-bc98-5b6784800bed,6f8a7674-7184-4c88-8f79-0e668ed9f7d0,cca2c055-75f0-4182-bc8c-d9a8861e8c62,6,9.66,null,f,2025-10-18 14:18:10.791,2025-10-18 14:18:10.791
35476051-b7c3-4015-ad92-cc414b53ed7f,58b8126a-2d2f-4f55-bc98-5b6784800bed,1bbcc987-bc55-41fa-a9ca-fb527816cec3,d91d7c1a-f738-4059-8bad-abf7a3bdf7e9,4,12.66,null,f,2025-10-18 14:18:10.998,2025-10-18 14:18:10.998
8b89d15e-7432-4e79-8c79-c25f37c51c9d,58b8126a-2d2f-4f55-bc98-5b6784800bed,1bbcc987-bc55-41fa-a9ca-fb527816cec3,c16f6c33-afb3-4689-95d5-0130841a34c6,5,17.99,null,f,2025-10-18 14:18:10.998,2025-10-18 14:18:10.998
bcac1334-7895-4da2-8dbe-0ff712b7f912,58b8126a-2d2f-4f55-bc98-5b6784800bed,1bbcc987-bc55-41fa-a9ca-fb527816cec3,dab91dfd-776b-4c89-8052-764114fe3a38,6,21.33,null,f,2025-10-18 14:18:10.998,2025-10-18 14:18:10.998
a4a5fcb8-3ced-4ce9-a0ab-afcfab1aed59,58b8126a-2d2f-4f55-bc98-5b6784800bed,1bbcc987-bc55-41fa-a9ca-fb527816cec3,908bcf26-076f-4efb-8003-ca4a9c486cb6,3,16.67,null,f,2025-10-18 14:18:10.998,2025-10-18 14:18:10.998
8f6b75cc-0f5c-4fbc-ad3f-50282fff2e24,58b8126a-2d2f-4f55-bc98-5b6784800bed,1bbcc987-bc55-41fa-a9ca-fb527816cec3,f191cd57-6fb8-416a-a592-df21c300d5b6,4,13.99,null,f,2025-10-18 14:18:10.998,2025-10-18 14:18:10.998
cfa5a7d0-2ada-4916-a6e5-15db9bc9e8a7,58b8126a-2d2f-4f55-bc98-5b6784800bed,24e30551-fd5a-4b26-aa9c-809007800beb,9e14d641-acd2-49d6-93b5-5bb60afbc4a1,5,33.33,null,f,2025-10-18 14:18:11.248,2025-10-18 14:18:11.248
b423ca0c-1d47-4db1-97d7-767600b04d23,58b8126a-2d2f-4f55-bc98-5b6784800bed,24e30551-fd5a-4b26-aa9c-809007800beb,d0ef3727-d5fb-4b41-8092-6b595b0dd3d2,6,26.67,null,f,2025-10-18 14:18:11.248,2025-10-18 14:18:11.248
c1d4de18-8521-4d4a-b541-a62da9d12781,58b8126a-2d2f-4f55-bc98-5b6784800bed,24e30551-fd5a-4b26-aa9c-809007800beb,908bcf26-076f-4efb-8003-ca4a9c486cb6,3,16.67,null,f,2025-10-18 14:18:11.248,2025-10-18 14:18:11.248
196f31b1-90d0-4e17-9078-77d305f1d284,58b8126a-2d2f-4f55-bc98-5b6784800bed,7ee2be91-2582-4695-9808-b0445d89a2df,20fc09e5-aaa7-493d-b404-18675ca8c421,6,16.67,null,f,2025-10-18 14:18:11.48,2025-10-18 14:18:11.48
8da952b9-a78d-4225-81c3-c588f8728fc4,58b8126a-2d2f-4f55-bc98-5b6784800bed,7ee2be91-2582-4695-9808-b0445d89a2df,420de0a3-0fbf-4f34-9b30-fc08c1589faf,3,8.66,null,f,2025-10-18 14:18:11.48,2025-10-18 14:18:11.48
395b5fd2-eb7f-4f63-8c1a-1584ad0da2d7,58b8126a-2d2f-4f55-bc98-5b6784800bed,7ee2be91-2582-4695-9808-b0445d89a2df,25a7a765-9b6a-45f1-9ffe-8085e3c652d1,4,12.00,null,f,2025-10-18 14:18:11.48,2025-10-18 14:18:11.48
18214c84-23fe-426a-9bfa-533af6c780e4,58b8126a-2d2f-4f55-bc98-5b6784800bed,7ee2be91-2582-4695-9808-b0445d89a2df,42a332e3-9452-4fe0-bbb0-7a1e8447b96f,5,8.49,null,f,2025-10-18 14:18:11.48,2025-10-18 14:18:11.48
968a8645-6094-498e-8a64-2d22cc8b37e5,58b8126a-2d2f-4f55-bc98-5b6784800bed,9b500153-055d-4459-ad0b-66dcffed4b86,e9040847-6ab5-4c97-a6f7-1406d7d45f55,1,0.00,null,f,2025-10-23 02:23:33.203,2025-10-23 02:23:33.203
e9d5b6f9-2104-462b-858b-9b3359b0b3d6,58b8126a-2d2f-4f55-bc98-5b6784800bed,33e49a86-a042-4c7a-b1cb-2618c909227b,bcaf17c6-df39-459f-8d14-7367c32d3f8c,1,69.99,null,f,2025-10-23 02:52:33.866,2025-10-23 02:52:33.866
6edf51f1-7b30-4a7e-be79-b56df5e27931,58b8126a-2d2f-4f55-bc98-5b6784800bed,0fb09818-7ab2-4133-8e00-416cd914402d,59e4ad1e-a216-4928-8549-fa289bdf08a0,12,11.66,null,f,2025-10-23 02:52:36.719,2025-10-23 02:52:36.719
a1fb2370-7c11-4f7d-949f-854c0a52b4ea,58b8126a-2d2f-4f55-bc98-5b6784800bed,932c7515-b475-49c2-8030-ffa273e3564e,1075b411-16d5-4a72-92c9-d8c1a4a32751,12,13.50,null,f,2025-10-23 03:19:34.508,2025-10-23 03:19:34.508
